,artist,name,pop,genres,followers
0,7ry8L53T4oJtSIogGYuioq,NTO,57,"electronica,minimal melodic techno,minimal techno,new french touch,tropical house",199531
1,2Ceq5nkABzryK0OkaQYtzg,Trashlagoon,31,,4571
2,238y1dKPtMeFEpX3Y6H1Vr,Parra for Cuva,57,"downtempo,electronica,new french touch,tropical house",146811
3,40JyDxGqtYSowWYT2jaive,Alan Fitzpatrick,48,"house,minimal techno,tech house,techno",129408
4,75oAxYtjhDyLttgvGwQIvM,Aime Simone,44,,7578
5,3B5IcLPD64jPRgHsSnvHUD,Two Are,37,ukrainian electronic,2425
6,5GnduOkKcO3z8phs63Qnaq,Он Юн,23,russian underground rap,14548
7,2BdYvHPpYWy5gpgRJdyWwy,Леха Никонов,3,,29
8,0XHvwTa9b8b6NIoQ5Ubhx5,Макулатура,30,"russian hip hop,russian underground rap",38248
9,5VkYM90turPVbpvF9k2jyf,ночные грузчики,25,russian underground rap,40223
10,58cT4ua09AH5Le3Ch6Vy5p,Parris Mitchell,17,ghettotech,1156
11,1oZmFNkGAT93yD1xX4vTRE,Nina Kraviz,45,"electra,russian electronic,russian techno",376347
12,1cdLR0Fz14MLkWY78hNTYT,DJ Slugo,23,"footwork,ghettotech",6022
13,2bqGPuC8kDCTLWieGOyWxu,Nox Vahn,40,progressive house,14262
14,3pt2vTpH1eI776oDZT1G2C,Fatum,45,"edm,pop dance,progressive house,progressive trance,trance",15302
15,7jnJgk7LLLdpPhXrOOZXCa,Ed Solo,45,"breakbeat,drum and bass,jungle",29796
16,5RvJSmZEF6CPySmfJhfL34,Shiffer,20,swiss house,2021
17,02DWGcShQivFepRvGJ7xhB,Adriatique,51,"deep disco house,melodic techno,organic house,swiss house,tech house",164906
18,4sSSkVtrCTzENCgm2vokiY,Roots Manuva,48,"big beat,electronica,ninja,trip hop,turntablism,uk hip hop",137562
19,0mYPpM7VbKs7JpY6ZK6gnY,Грязь,36,"belarusian rock,russian alt pop,russian hip hop",77576
20,0fLBWyma2ey3ZasM1D9Y9b,Лёха Никонов,6,,284
21,3L2L2xgMF73EQY72vE9hgd,MSTR.FREI,3,,143
22,21VZgcYa29ZVvRQzmUNakx,Phibes,45,bass house,22085
23,71jzN72g8qWMCMkWC5p1Z0,Alexandre Desplat,61,"french soundtrack,orchestral soundtrack,soundtrack",283804
24,30VAN9M8JfWwTWJsObzuBw,Lolita Kox,7,,711
25,0ERt32BChNfR6Q3tXrDxR6,Ilwt,17,russian underground rap,5597
26,6nZmYuMZP8i9NX3tKC56CN,MC V,4,,7
27,1ZScOzf2oq1jmPpY2Veuyu,Misanthrop,35,"drum and bass,german dnb,neurofunk",22430
28,3WH4f9ith1qrz2Gg4n22Re,Bogdan Elin,0,,5
29,7uoyUcukP109cwGL6EPO6V,3 Colours Of White,2,,106
30,3KOHpygRuo1ruQAbEneR3t,George FitzGerald,47,"electronica,future garage,uk bass",113206
31,5tDjiBYUsTqzd0RkTZxK7u,Ben Böhmer,63,tropical house,305590
32,5mU7ohKXRejACFS8eZIixp,Malou,51,,3401
33,7scXA3hBD8JyGGajVR9q9l,Volen Sentir,37,"focus trance,organic electronic,organic house",14817
34,1USUeNBNJcg7Of34Ix74lM,Mimi Page,36,downtempo,8038
35,2CKaDZ1Yo8YnWega9IeUzB,Booka Shade,52,"electronica,frankfurt electronic,german techno,microhouse,minimal techno,tech house,tropical house",203149
36,5CdjhtE8hYoqKXfqtgcLiu,Monastetiq,32,ukrainian electronic,1867
37,6tQ2DIS2KNrOjWDbYxTB4B,Yung Acid,7,russian experimental electronic,1265
38,1Bo8Afb2Qbjs4x6kJHyjle,Gigamesh,40,"new french touch,nu disco",35568
39,0Sz2jslaxjcw2VM5zYh2jK,Kaleena Zanders,48,,6291
40,74yb8EAWGPAcIUo6CFxKIR,NKOHA,45,japanese chillhop,42979
41,2McLd7klWE4UjkPLqqMwLv,The Qemists,44,"drum and bass,future rock",94304
42,0kQfuEQhZ0BxRSM5TyKolM,Kellermensch,34,danish rock,9704
43,1XGHs7YFtpCbDGKaNdPPtA,Kaz James,38,australian dance,6571
44,29P8YF3232VxBXaU3vE4W8,Nick Morgan,30,,542
45,1YkHCcMgZ6fTQMeEQyYKTf,Moonbootica,41,"deep euro house,german techno,hamburg electronic,minimal techno,tech house",49581
46,1ujyB2Dmn2EFyVmjDBjGGK,ShortRound,36,,3992
47,68YOJy1fA9ez3XJLJIZ9IZ,disrupt,5,,67
48,0Rb6PZXrcxvzixAwZwFmMu,Soom T,47,french reggae,71272
49,60WU0oNpF372dzVGDe4BcV,An-Ten-Nae,37,"downtempo bass,glitch hop",39572
50,5CMaNobmJYgXcfiT0zYOwi,WHIPPED CREAM,46,"canadian electronic,electra,electro house,electronic trap",55678
51,6BkiL5nhcwWK6JqWbBjNgu,Joey Valence,59,,135001
52,1QGptNgo1M6cD7EjrFZmRp,Brae,59,,4454
53,1Dt1UKLtrJIW1xxRBejjos,The Blaze,60,new french touch,389502
54,5k3tGz3uryhQGnQryA2b6d,David Hasert,28,,3654
55,1eorOXywIqSwCCbGjYVNoP,Francesco Mami,12,,6212
56,0ZPxafqcgMv07OtNWFapKk,Bondi,45,,13685
57,2OWQQKizLqny2GKSvqfV9h,Dayne S,44,german house,6471
58,0sDJfnuudhMaEmFPvALK2e,Kutiman,41,israeli indie,43976
59,3tNW4uCLfRWi6RrqpUbNi0,DIBIDABO,28,"ethnotronica,organic house",2141
60,6OsGXyvZromK0QvgCFr63U,Lama's Dream,8,,126
61,10c4F6pMT2N12QbAVFmAtl,Latyshev,5,,24
62,5wMlMjOLeJfS5DfxqGfm83,Jan Blomqvist,56,"deep euro house,electronica,tropical house",185330
63,2uEy5EYHvxxd2SyVq4Pn1a,Alar,42,,3272
64,0I6oCyQQ1Q50q97y9B9gAx,Korolova,46,,53029
65,6kZ2X9nu0o6eFilCWtufPb,Tal Fussman,28,,2764
66,7AxUJPFr1d3VURP4kPo9FN,Johnny Bongzila,1,,133
67,5T9Q17uI3gmKMJiNs4CMQR,Murovei,42,"belarusian hip hop,russian hip hop",85974
68,67yIj9bnCmWwZxEnuTcRqS,Kolya Manyu,29,russian reggae,6401
69,6gCYp1VWAL3Onxco63M4QE,Killagram,27,,6144
70,5FgLkieOqGXPn01dnbJp9Z,T78,48,"dark techno,german dark minimal techno,italian techno,raw techno",56934
71,6fjhNhp9IoeiZpEXq9AT2S,Nico Moreno,47,techno rave,54267
72,0gvrCzDfdcHWrTOanKBlJL,Schwefelgelb,34,experimental techno,52227
73,7DEuf4iD1rRxpszUW1MDdP,Far&High,28,,4011
74,38BnqawOga4Ysk3AEpBeMl,Dasha Meelo,11,,23
75,3bphZJ7NojBKcoCeBOSJ5Z,Schacke,32,"danish techno,experimental techno",21494
76,4xKsjRK2wCjXwamNHK6dMr,Ohota,21,dark clubbing,1095
77,0RhuWNLtoucVMRmsSkCgWl,Anton Ishutin,44,groove room,32467
78,6eY2REoBPKZ4CnJD0sFdfP,Philipp Gorbachev,11,"russian experimental electronic,russian techno",2622
79,6vfpN01M7JvQviMVxg2rGv,Interchain,1,"russian experimental electronic,russian techno",297
80,4Kjl91bg9I6TuhrEC0NQgX,Urbandawn,43,brazilian dnb,19542
81,3UZp4Jv5flsRprbySTTZkD,Tyson Kelly,39,,339
82,0tbuVFxbrGx2oiNbpetUGc,Underground Resistance,23,"detroit house,detroit techno,electro,minimal techno,techno",38102
83,2DKIUXvKNQbWTOKFQ4YVAZ,Mariam Matossian,12,armenian folk,2764
84,0F52YLV7uWqaJfMMDgG737,Virtual Self,42,future bass,102355
85,4fwsMsodqSoZjGZIziPjXO,Буфет Мон Фрэр,2,,1155
86,1ytr59gpK22MnyvrvOVCmD,John B,30,"drum and bass,drumfunk,jump up",17205
87,4OfOyERIlrusog1D6Ue2Po,Alexander Alar,28,melodic techno,5499
88,1hYRudcESgUzBfB4ahnDqr,Sonita,18,,96
89,38bfc5BSVq6sVAssDmdc8N,Breton,31,electronic rock,26728
90,2jY1xBS6oapp7f9jE7Zxd5,Joey Fehrenbach,30,,11738
91,5Dyfxq0ZrFjjeFBdSNxDbo,Yotto,54,"edm,finnish edm,progressive house",125081
92,3DKxbhUc3SwRCfouyy5SXv,Sellout,12,,1748
93,6KaSUnLF6pXwGeT7tlOqYF,NAGART,22,russian punk rock,6040
94,34sgHwglQDHWXXsABgMUBj,Чёрный Вторник,3,,99
95,1BqIPGrEhdjdLFpUzce2dh,Durante,51,,21152
96,4hkwrlVarJxzFA6h4UMi6A,Vlady,24,"russian hip hop,russian old school hip hop",54606
97,6M9mlEr5uGJq3YRTODs3eR,Комитет против пыток,6,,23
98,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,90,"chicago rap,rap",17900682
99,0ONHkAv9pCAFxb0zJwDNTy,Pusha T,73,"gangster rap,hip hop,rap,southern hip hop,trap,virginia hip hop",2537173
100,3oTemNYpdpL6suMDbWdZkd,NEMIGA,34,"belarusian pop,russian alt pop",9358
101,5QcJfgJOyIm2SXLj7NKcjZ,Freddy Red,30,belarusian hip hop,1569
102,6OMAZu0PYOsl3kONOQV9Zk,Basstrologe,50,,9493
103,1u7OVFmWah4wQhOPIbUb8U,Will Sparks,60,"big room,edm,electro house,melbourne bounce,melbourne bounce international,pop dance",243908
104,7fef7GzZZrPZVZArGAjAyE,ICHI,31,arab trap,6575
105,007nYTXRhZJUZGH7ct5Y3v,Tails,42,"future bass,vapor twitch",18697
106,0ee7OJzj60zA1O50ysyZdQ,Monsoonsiren,42,,5387
107,11gWrKZMBsGQWmobv3oNfW,Alison Wonderland,57,"aussietronica,edm,electra,electro house,electronic trap,escape room,indietronica",449603
108,0deIjoDjl9g9Zpw0sCIOHh,Valentino Khan,58,"bass house,brostep,edm,electro house,electronic trap,moombahton,pop dance",220672
109,2spFq4vwnf6DXIl5iJOkaJ,CABLE,29,dark clubbing,5343
110,5HARKwnZLNQBeUGsTHX2AM,Atticus Ross,39,"british soundtrack,soundtrack",27974
111,6Auo6gEPwhb9aZindgVpZJ,Ital Tek,27,"classic dubstep,footwork,future garage,uk bass,wonky",31797
112,2G7QgTep5IsJHGHm1hXygD,Kid Francescoli,56,"french indie pop,french indietronica,new french touch",146544
113,6MJKlN8ya42Agsw3iQZs6e,French 79,51,"electronica,french indie pop,french indietronica,new french touch",145027
114,4uo3rRpvWh3EZwLwa8xOpN,Petlura,29,,128545
115,17NhTFMWDCB9nU8eDbRWiu,Psycho Boys Club,35,,6529
116,5DrDb5tvBFk7sJxsMyA06r,Juyen Sebulba,34,electronic trap,13565
117,6HKR0MHpgba3ZRBXYfPiq0,Stoltenhoff,37,,12845
118,6QB8XoXvK4HDrrQQ2WD7qr,Yo Speed,20,"breakbeat,nu skool breaks",1907
119,5If5Tdg66Q5X3L57G7A6Pn,Thylacine,50,"electronica,french indie pop,french indietronica,new french touch",111754
120,2EAiy1PIZyBl2obsuN0nyY,oskalizator.,37,drift phonk,3787
121,4gGD7nrLZRnnCSz3KGEu4R,Township Rebellion,40,tech house,51298
122,5b86FIOAbWupUXc158gVEM,D-Pulse,2,,115
123,0iAW5O0hR7NFYLC3DGeezV,Foto,1,,123
124,31f4Ougr0lpsDrxigwV3TB,Cirez D,35,tech house,55387
125,6OQOvP7RAdmAKVXXQqD0Se,Pan-Pot,40,"german techno,microhouse,minimal techno,raw techno,tech house,techno",194828
126,5BF9eGIdwa9gt4RAXP8w1n,Matchy,31,melodic techno,5970
127,6QSwQEz8CDMg8Rqk8dEkxS,Mathame,48,italian techno,90751
128,4seeqFihC5Ovh5NfgyifnY,Marc Holstege,21,deep techno,2558
129,0VASxIgak51bpbzIbUolab,Aravis,12,neo r&b,385
130,1khyIydqanugacJyKdmceT,Moonwalk,42,"melodic techno,nu disco",23964
131,3W02sTifN8tW1bapAkS1hu,Beau Diako,43,"chill r&b,indie r&b",10430
132,1ysHnRqLx1sIFxUlahQftx,Kyson,47,"ambient idm,vapor soul",30643
133,1dDTkRz9WVOQr63enjJ1Yd,Sascha Funke,35,"german techno,microhouse,minimal techno,tech house",58841
134,1KML3dPprByep3tRnYSJDj,Rose Ringed,32,,14105
135,0iTjLBepeGaLgZS18kxgRq,Oliver Schories,49,"deep euro house,hamburg electronic,minimal techno,organic house,tech house",99532
136,0NBGssQpgDczTsVEp4pCbR,Oliver Huntemann,42,"dark techno,german techno,hamburg electronic,high-tech minimal,minimal techno,tech house",144628
137,7as5DY4Rz9jac9tgoTrj9H,Basta,53,"russian gangster rap,russian hip hop,russian pop",1790441
138,6frycbKPhXIybi6TFfum60,Smoky Mo,39,russian hip hop,164903
139,4jIvmo6hfAQ04NSOWPVVA3,кис-кис,48,"russian alt pop,russian punk",671728
140,4RPg75BaMIfyBb94V8HqCw,FSDW,48,,2044
141,4M84umUNRbZy1mJleyyRM9,Vitalic,49,"alternative dance,electro house,electroclash,electronica,filter house,french techno,new rave",273899
142,2dWhCXPpJRJle25h5I0uQT,David Shaw,27,,597
143,4cbEWHQV65Dbf3i4PGdFYz,МОЛОДОСТЬ ВНУТРИ,39,"russian alt pop,russian rave",41703
144,3bLHVStpCwvYCDltKaxNXz,Iwantsummer,19,russian post-rock,2255
145,3jNkaOXasoc7RsxdchvEVq,Chase & Status,61,"dancefloor dnb,drum and bass",636204
146,0AepkoQhYvkjEzzwIcGxdV,Jacob Banks,58,uk contemporary r&b,439181
147,1RCR5qSXHhPDUoXbv3uUFA,Krasa Rosa,18,,532
148,71rqI5HtraA3qXBwatyG6e,Innellea,48,munich electronic,55523
149,2vVFHB22s9IJi1HfqNVGrV,Paperclip,11,"neurofunk,neurostep",2565
150,2hiq2iBnUik3mrOfEgRSpB,carolesdaughter,56,"alt z,indie pop,viral rap",168629
151,1UL813H5aj3e8ekE5RqWqc,Tale Of Us,50,"deep disco house,italian techno,melodic techno,minimal tech house",312215
152,6n1t55WMsSIUFHrAL4mUsB,Pete Tong,54,"disco house,vocal house",155039
153,5gGbAKDXhDoBXIJe8SuBvX,Jules Buckley,53,,4705
154,6yjz9vY01vOQUcFIAEYVQ0,plenka,57,drift phonk,129272
155,3AA28KZvwAUcZuOKwyblJQ,Gorillaz,78,alternative hip hop,9073473
156,4yKd2ditzVgjUGOTCXhYy3,Marika Rossa,28,"dark techno,ukrainian electronic",47119
157,3t13cmJeygXnUemmwh8hYM,Aria Des,0,,52
158,41kcR4JVrpn1xifg8lM2Fu,Stoto,49,groove room,31106
159,4k1ELeJKT1ISyDv8JivPpB,The Prodigy,64,"big beat,breakbeat,dance rock,hardcore techno,rave",2561060
160,6Jbyd4qzEtbFtswZP1o6Ht,Agents Of Time,41,italian techno,51980
161,6qdVbTc8Uvy0VJyDZbYTd8,Marino Canal,43,,17219
162,7A4TdwdnxfR9auD1yAmpWD,Delhia De France,46,,7741
163,5qUy4L3U5g7Ea4kHbiCTpi,Ultrasloth,20,experimental bass,2747
164,4mcgQslFqVoXe78ADfBoLX,Whitebear,21,"deep psytrance,psybass",12179
165,0lLY20XpZ9yDobkbHI7u1y,Pegboard Nerds,54,"brostep,danish electronic,edm,electro house,gaming edm,glitch,speedrun",345747
166,2a9bCkqCkLvXM0s3uPvR7M,Elizaveta,43,deep indie singer-songwriter,15123
167,6t5AmxBiPMgRa9Qvrk6g2l,Gee & Dee,0,,15
168,2nq2BeSbzExGAv3Y4HgUf7,Stephan Bodzin,48,"deep techno,electronica,german techno,microhouse,minimal techno,tech house",259509
169,2Q47W9jNAz7eizzUO7JLg3,C4,3,,9
170,1tov99lRWyoWgwcnrBFADL,Numa Crew,28,"classic dubstep,deep dubstep,dub reggae",6154
171,4ucW1LE5T7y7X4jlaKCeVo,Dub FX,43,beatboxing,192198
172,3Q0VPr02bPlokDVsv5T90I,Ceephax Acid Crew,25,"acid house,acid idm,braindance,deep idm,drill and bass,intelligent dance music",21296
173,04jj7dljPI0ixtNsz2pXWK,Pig&Dan,42,"dark techno,microhouse,minimal techno,organic house,spanish techno,tech house,techno",79488
174,7mGoO4tvPlp7Ea5RjYyJLJ,John Anderson,22,,698
175,6sNzYULgsautr0Wf9eGvyd,Monika Dybicz,1,,3
176,4vV6EhleonxA38BGbE73Ls,MALO,30,ai,8580
177,2exkZbmNqMKnT8LRWuxWgy,Moderat,57,"alternative dance,electronica,microhouse,minimal techno,new rave",620270
178,3LRldYGJpCAQT5cZKQyi7o,Hannah Peel,33,"chamber psych,folktronica,spectra",20189
179,636k3cBTCgdZfXzCj7Cuaa,Erland Cooper,45,"compositional ambient,neo-classical",14988
180,4i75RTD4YoBZfamxFjQTkU,Az,5,,37
181,0PxzGnCYBpSuaI49OR94cA,Big Wild,60,indie poptimism,226329
182,3CbZyG68qYiKTYyN7ya6SG,Stjepanek,9,,543
183,3bMbfexE8OmHIPigyIpROI,Whitesquare,34,organic electronic,11791
184,52gcfKJpAGFdUkSVS6jSV4,Niju,23,ethnotronica,3022
185,4jAvI30E4KZmeiRwd1uMIr,Rasar,4,,116
186,4rRNdosIGkDGGsj3NbwaHE,Max Jam,5,,2
187,776uRsooWrGiVZkVWtvfgO,Miss K8,50,"dark hardcore,hardcore techno,uptempo hardcore",99529
188,4VNQWV2y1E97Eqo2D5UTjx,Gorgon City,63,"deep groove house,edm,future garage,house,pop dance,tropical house,uk dance",405255
189,62umRMy6Gb9RP6KvMtdkGJ,Naylo,15,,1570
190,5hikDvYlf4CbKVsf2Jon4N,Dino Maggiorana,31,"dark techno,italian techno",6956
191,5nuJOwgBqKBIWyCr0dQgEH,Stil & Bense,38,"deep techno,german house",8569
192,4b1zISZI5yo7PCMZzopKm2,Ally,21,,50
193,4HwlolvniI44ETSg5tajeZ,DjRUM,39,"electronica,float house,future garage,microhouse,substep,uk bass,uk experimental electronic,wonky",44561
194,3FGwjRuHPhCmLnwqpFwJSO,Boxplot,39,"liquid funk,stateside dnb",11469
195,0rk5yeEHppaAkvW2WTIsu9,Roberto Pagliaccia,24,,643
196,3nZvjU3DkK8VwlNIeV1IGH,Dubskull,17,,82
197,1u7DsNFbakULvxnDGtMm90,Enrico Sangiuliano,52,"dark techno,italian techno,minimal techno,tech house",147603
198,7yxi31szvlbwvKq9dYOmFI,Jon Hopkins,55,"ambient,compositional ambient,electronica,intelligent dance music,post-rock",441497
199,7dGJo4pcD2V6oG8kP0tJRR,Eminem,89,"detroit hip hop,hip hop,rap",57989814
200,55Aa2cqylxrFIXC767Z865,Lil Wayne,85,"hip hop,new orleans rap,pop rap,rap,trap",12424986
201,0oNJiBJkV316NeAeoHnnHK,3D Stas,27,future rock,4934
202,3BkRu2TGd2I1uBxZKddfg1,ARTBAT,58,ukrainian electronic,247589
203,0yyaMSLZPLTbtS2ifp0HTq,Ishome,32,"ambient idm,russian electronic,russian experimental electronic,substep",28862
204,72heZIc2iMXdpDwsTjTcCQ,Biicla,40,vapor twitch,7943
205,18k5EBIjwzfmthbQymZBhU,DenDerty,34,"russian alt pop,russian rave",14595
206,74a1p3WwsIcCn4J2kHwGds,Azar Strato,28,,5673
207,1tQu5TjcAK68fx8qrc8ZgF,SEBASTIAN PAUL,55,,68575
208,3HRRzIZNQFus3xlUx2xKy1,Joris Delacroix,49,"electronica,minimal techno,new french touch,tech house,tropical house",91784
209,2VxxKYEtuy6JnDDB2hpoOH,Run Rivers,37,,983
210,69q5CZV9Zg5GaKi5gOMonB,Wielki,18,french techno,976
211,25sJFKMqDENdsTF7zRXoif,Klaas,65,"german dance,pop dance,pop house",103221
212,1V9Bmg9gpcQDBfNZBQCWw7,Deekline,45,"breakbeat,jungle",26215
213,6KkbKOCoCyCZGaaWggWh9Q,Hybrid Theory,26,bass house,2723
214,19ucuLiOXZnqCqhzvTOE5M,Whiskey Pete,18,,943
215,2YebmGg4R8ZPxnjaixPrYG,НАИВ,27,"russian punk,russian punk rock,russian rock",59044
216,3IkgSrw94Q6NT8ps0bXVpV,BaseFace,18,,572
217,2BIYYVCKzka9nOEJtYYK3o,ТО Грядушка,4,,26
218,5y8522WHbYqJVt1jSwNSfA,Emmanuel Top,32,"acid house,acid trance,bubble trance,french techno,hard trance,old school hard trance",22924
219,1GhPHrq36VKCY3ucVaZCfo,The Chemical Brothers,61,"alternative dance,big beat,breakbeat,electronica,new rave,rave",1892041
220,7orlzf5LTqSnCzURkZFebN,KAS:ST,47,french techno,84310
221,1kjoxeQwJmoCfXT6j58MTm,Rosa Anschütz,41,austrian techno,15543
222,2ZvIFwl0BuQgHqWvDE80hC,Kobosil,42,"industrial techno,minimal dub",55456
223,5gfMeHMtCy7G8rmCexG7hb,Summer Of Haze,31,"russian electronic,russian witch house,witch house",34137
224,5nPOO9iTcrs9k6yFffPxjH,Röyksopp,60,"alternative dance,big beat,downtempo,electronica,electropop,trip hop",806545
225,3GEUIa3Z0Qlivy3EcJm5RX,Etherwood,45,"chillstep,deep liquid,drum and bass,liquid funk",64505
226,4xaF2VIGwhWyEMbM6GuLdm,Teddy Killerz,39,"drum and bass,neurofunk,russian dnb",36665
227,0KqSULB80ft2H3aFg6kJmN,I Hate Models,43,"dark techno,french techno,industrial techno,minimal dub",126233
228,2snzF7KrbGdObcg6NRW6xG,Ozma,0,,69
229,29SHneLLt1he3RNvpzPBs6,Mellon,1,,24
230,1wv7DMmpeVFvjlwwTLc4qJ,Avenax,23,,364
231,3cmfyZ8hRHaN2CO9Qo4j35,polnalyubvi,40,"russian alt pop,russian indie",158478
232,4HT5DieaNZFq4jQZolReJ7,ProtoCaryotes,14,,380
233,55ym8Jcsfp4BKlCBtvklpE,Lera Banina,14,,343
234,5FKchcZpQOkqFvXBj1aCvb,Excision,60,"brostep,canadian electronic,edm,electro house,electronic trap",645888
235,006vxZB858jX6ETI6mfDFA,Mayor Apeshit,36,,2360
236,2BuSNpxpMGJGiAAWJYJT2t,Noisestorm,52,"chillstep,complextro,dancefloor dnb,edm,electro house,gaming edm,speedrun",141040
237,3csPCeXsj2wezyvkRFzvmV,Orbital,50,"big beat,breakbeat,electronica,hardcore techno,intelligent dance music,rave",303617
238,39Oq22GIYJKzgCbCDbOnRl,Doktor,40,grime,3817
239,0OPc5SnXswEPP1AnxmUn0g,Sub Sonik,5,,225
240,27Jzy62LOIpucNVhrSREOk,Glitch,0,,11
241,4YWj8sohRDjL9deiuRvEEY,Noisia,55,"breakbeat,brostep,deep dnb,drum and bass,dutch dnb,electro house,neurofunk",256029
242,1496XxkytEk26FUJLfpVZr,CloZee,52,"downtempo bass,electra,vapor twitch",164953
243,5xnMjuPp1eDXa8du0SKIHD,Barbatuques,50,"brazilian percussion,musica para criancas,nova musica paulista",69675
244,3y7GPPMrPAZKg9BlCO8cFA,K+Lab,30,"nz dnb,nz electronic",11554
245,4UGoqrmNHDJ166XD6DtZni,John Murphy,45,"scorecore,soundtrack",51528
246,3a9qv6NLHnsVxJUtKOMHvD,The Glitch Mob,60,"edm,electro house,glitch,glitch hop,indietronica",541371
247,6zMEGo7y1noMoUEcQfIRCT,Mark Johns,35,,9730
248,1XXHaDxpaVojtY2QKYaQzl,ZEKE BEATS,31,"dubstep,experimental bass",21746
249,6GvUiJyDwwOtRkDgSnrhVv,▽,22,"drift phonk,russian witch house,wave,witch house",2071
250,58UpHBCQ1Jj67DJsR7Qyqg,Uppermost,43,"complextro,electro house",68919
251,35rlYaBAzW7ggC8cvyvN8S,Mesita,4,,60
252,1fd3fmwlhrDl2U5wbbPQYN,Apashe,61,bass trap,271496
253,0snouHYzOWSgxRBYMQsa3H,Hensonn,64,drift phonk,54760
254,7JuLr3YC53QjWBcw2el44G,The Hatters,39,"gypsy punk,russian alt pop,russian folk rock",124904
255,4dBkJb5JENjQquulsP6ZWN,Tik Tak Toy,0,,45
256,60ARCEoBCxvBMc7n04BPcm,Zlodeika Li,0,,6
257,0b59cVa1STVENq3i7wkcHV,End of the World,41,,47212
258,4cxzGdmQtUZJL1WYOdFQ5F,Kove,45,"drum and bass,liquid funk,neurostep",33469
259,69v4ZOOomf1TNp59YYB1j7,Noize MC,50,"russian hip hop,russian reggae,russian rock",1026089
260,79ipwfkZpcwMYwHJdqtGsN,Terr,30,"experimental techno,float house",9008
261,1gGGprY6HTR6kOcuwUlaEX,Helen&Boys,17,,1593
262,04pwBSWIWlF5Bdvg6SmrRc,KVPV,43,"belarusian electronic,g-house",36374
263,7ySHyUSqpKzGnDqOxLiCFH,Charlotte OC,44,"modern alternative pop,uk pop,vapor pop",34793
264,4UAnAM35NDxEWd5WXKv7jM,Everyone You Know,50,london indie,65669
265,2XDYCsSrSPH37AtnRvCkIx,Egbert,31,"deep minimal techno,tech house",11615
266,7BvLgunXTcIAkE1uWNbbwQ,Free Flow Flava,48,japanese chillhop,82933
267,10n5lhNDoSMUHWLlnST1yw,Slade,49,"album rock,blues rock,classic uk pop,glam rock,hard rock",331153
268,0pnd3MP2rxAzljR9AqXUJB,Little Big,55,"hard bass,russian rave",1193912
269,4FmQBODJcAUMIcdSLdXf3o,Danny Tsukerman,24,,118
270,35m8HjyHmGQxAKfIBVHZpF,Endspiel,46,"kavkaz,russian reggae",543033
271,40n2PAXvtVy3s94HSWOol5,Jah-Far,33,russian reggae,1789
272,4TS37lr3ZraUxBHS727sEp,LXST CXNTURY,59,drift phonk,285719
273,5kkVPwCLmdkqaSQpptZtXj,Kingpin Skinny Pimp,63,"crunk,dirty south rap,gangster rap,memphis hip hop,phonk,underground hip hop",44022
274,4iS0O9GXC7newvIHGqgaEz,CREEPYMANE,44,drift phonk,6362
275,1gCOYbJNUa1LBVO5rlx0jB,Oxxxymiron,55,"russian grime,russian hip hop,russian trap",1055399
276,7oJtghmTMHdQ49zN8uLSob,Harrison Brome,46,"canadian contemporary r&b,vancouver indie,vapor soul",27966
277,7mnuMLgvXdCWzyB4sQCG7k,TWO LANES,55,"tropical house,uk dance",50040
278,3PThWtcE0CEi5IUmfgTvrC,Tim Schaufert,44,"chillstep,wave",17974
279,2BVAd0vqvZ21gFCB48WHcz,Charlie,28,,6339
280,0Fw1LWBTC7Bz6beLIheEvl,Smoky D,7,,951
281,3dtwV22DQYTd9YY4CUrVh9,Lowriderz,9,russian dnb,609
282,4kK2OffNsdVIlYeo2en3F9,Ozma,15,,1250
283,3Wh3NNmiXQb6KzLRWiS8Ps,Jan Vervloet,15,,823
284,20fhMVmb3GkjrguLsOEa2g,Wabe,17,,667
285,1ccmwHm4DPRPR12TZVWdu8,FOVOS,40,dark clubbing,8957
286,793iuHlWU5g7wYztpuHDZP,невиди́мка,29,russian rave,11777
287,6LtXxYMIiKSy2EGHnz1f5j,Brutalismus 3000,49,,56196
288,213i4NKah1DX9q0FNiKsuw,The Bug,36,"classic dubstep,dub metal,ninja,trip hop,uk bass",43589
289,6MGlEnPgJhFkC8P8DdKtsT,Warrior Queen,25,,2900
290,6EN5zX1Q2W7qcesyatdUfO,Desert Dwellers,43,"high vibe,psychill,world fusion",96688
291,5Nd385K2g3s0828W8Ab70z,TRYM,42,french techno,35049
292,5SE2sfwTpxL2vXRdG6H5PM,Cerrone,48,"disco,disco house,hi-nrg,post-disco,vintage french electronic",66305
293,2nwPBvsuf070C7KYSWoXbD,Elephant Heart,29,,11332
294,04uDzME9wvWKxTlDT0NTql,Styke,14,dutch dnb,486
295,25WCO5tS4sXMxIfe3nIXL4,SIERRA,36,"dark clubbing,darksynth",17353
296,4BaLB5aiExO29BEGVUisru,Be Svendsen,48,"deep euro house,organic electronic,organic house",99976
297,7dCTyOTIdbIvCxox9ocZlv,Drumspyder,33,"ambient psychill,world fusion",17622
298,1GkZqUh9gC1kOFSwIFG5Hs,Sibewest,38,"drift phonk,wave",13855
299,1fQYiEKSbRxfp9Rxz7I5Hw,angel vox,32,sovietwave,6752
300,7D8eeQLyAJQnmyoQ74MJnb,Grey Killer,35,vapor twitch,7021
