,artist,name,pop,genres,followers
1000,4Nl6PVYLwbCFfr3UqQlFtE,VOLAC,49,"bass house,brazilian edm,deep groove house,electro house",58063
1001,4HVopeHcb4aGTBsfIRrRcQ,InsideInfo,31,"drum and bass,jump up,neurofunk",20540
1002,1lNpPgcIPULhVgDxvI7xLs,Monoplay,28,russian electronic,7490
1003,3Mcii5XWf6E0lrY3Uky4cA,Ice Cube,73,"conscious hip hop,g funk,gangster rap,hip hop,rap,west coast rap",5884845
1004,5zS8r5hRRk1jzD41yYS1NO,Baths,40,"chillwave,wonky",153109
1005,1IvuqaKdjkwwTzepomiQSM,Jutrø,33,wave,4891
1006,0kuyTWxry4ZGnRiamkFuKD,Linda,32,,186
1007,0lzVrkjlIZJH18hk2Gcjkp,Kenji Kawai,38,"anime score,japanese soundtrack,touken ranbu",39342
1008,77AiFEVeAVj2ORpC85QVJs,Steve Aoki,73,"dance pop,edm,electro house,pop dance,pop rap,tropical house",3681964
1009,6LHsnRBUYhFyt01PdKXAF5,Bob Moses,60,"canadian electronic,canadian house",305033
1010,4BTcOR2hEQZQQL5AMo5u10,Rusko,46,"bassline,brostep,classic dubstep,electro house,electronic trap",281878
1011,4nMuaJ4kBLDJCRBizNESI6,Caspa,36,"classic dubstep,deep dubstep",62698
1012,0gusqTJKxtU1UTmNRMHZcv,Dizzee Rascal,62,"bassline,grime,instrumental grime,pop rap",411373
1013,6DPYiyq5kWVQS4RGwxzPC7,Dr. Dre,78,"g funk,gangster rap,hip hop,rap,west coast rap",7665770
1014,4utLUGcTvOJFr6aqIJtYWV,Skylar Grey,67,piano rock,533845
1015,5L67d6oZKOOmXcBcMMJdZZ,Point Point,40,"future bass,new french touch,vapor twitch",48236
1016,6sW9ONvs2pFlOPFwpaCM9a,London Elektricity Big Band,7,uk dnb,1581
1017,5LfGQac0EIXyAN8aUwmNAQ,The Offspring,74,"alternative metal,permanent wave,punk,rock,skate punk,socal pop punk",4764268
1018,21mKp7DqtSNHhCAU2ugvUw,ODESZA,71,"chillwave,ninja",1423152
1019,137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,81,"dance pop,hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap",10678060
1020,5CE2IfdYZEQGIDsfiRm8SI,DJ Shadow,60,"big beat,downtempo,electronica,hip hop,trip hop,turntablism",528049
1021,4RnBFZRiMLRyZy0AzzTg2C,Run The Jewels,61,"escape room,hip hop,political hip hop",990809
1022,4WoeMzXhDQyoFCKdji4FlL,Amp Live,36,,10834
1023,3W8j0OhMMduqR1eNV6ktu3,BEGINNERS,38,bossbeat,8023
1024,4zAOqBfNLyWFvj1e3yvypJ,Catching Flies,54,"downtempo,electronica,indie dream pop,indie soul,new french touch,vapor soul",63112
1025,7laYyocrIxSHYPjzqlUak8,Mark Kerr,20,power blues-rock,684
1026,5MTN31B0DYG43RQJ9zT5fq,Social Kid,30,dark clubbing,5236
1027,19zQevA415Jm6ThEtIwVIb,ZABO,44,"canadian electronic,dark clubbing",31101
1028,4O71i7ke5iIBX6RNSFoZbS,trentemøller,46,"danish electronic,danish electropop,electronica,microhouse,minimal techno",349962
1029,3x0AYTwu5xlvORnoDKPnLb,Sune Rose Wagner,25,danish rock,1755
1030,72T7x96EAqN2UWvAgobYfv,Sizzla,56,"dancehall,lovers rock,modern reggae,reggae,reggae fusion,roots reggae",516080
1031,0EdsvtaOf72jQy9LoQ8QqF,Stickybuds,36,canadian electronic,15434
1032,5E1yjMbMNS3ghJbXtEvQCe,Pictureplane,28,grave wave,20461
1033,1f5Qv25dd6ldcXS9aKqDTi,oOoOO,29,"grave wave,witch house",53152
1034,70P3LvwslDBQicUfL2Ix02,Øfdream,48,"drift phonk,wave",38876
1035,5Aw0IGM5JS3FuTgtRsDWGA,Chocolate Puma,47,"bass house,deep groove house,disco house,dutch edm,edm,electro house,house,pop dance,progressive electro house,progressive house,vocal house",106652
1036,2HmmA3GhP0xsbRUiDllJUn,Pep & Rash,39,"dutch edm,electro house,future house",78076
1037,2EX6hgMIUZhPty734qcBaS,Aparde,36,,14166
1038,6AwkfoJBlOb5dYcg4dXPhI,Pavel Karmanov,2,russian contemporary classical,374
1039,1AiZAVzHEzycrWLgsFzR01,Piotr Glavatskikh,0,,6
1040,7bzZabvZeSUX93Y4RWvC9p,Marina Katarzhnova,1,,13
1041,3EbFb38KLnAhAsT8P2Dgmq,Olga Ivusheikova,0,,5
1042,2Ni0QMWbumpyGNjFkr0Fjm,Arkady Starkov,0,,0
1043,5Tj08FoqcbkVMyIuxSaRbb,Yakov Karasev,0,,0
1044,0wfJkadd7bkEYoC6zUQ1qX,Alexander Vasiliev,0,,0
1045,06dj4WLoV3mKbJWsIbe9iR,Alisa Ten,0,,76
1046,6ueGR6SWhUJfvEhqkvMsVs,Janelle Monáe,65,"afrofuturism,alternative r&b,atl hip hop,dance pop,electropop,escape room,neo soul,pop,r&b,urban contemporary",1239010
1047,0bOSNnz9bGAUlV3OJ3rnQW,Tima Belorusskih,52,"belarusian hip hop,belarusian pop,russian dance,russian hip hop,russian pop",569074
1048,13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,81,"east coast hip hop,hip hop,rap",11523429
1049,0Yozms4JXzD67amL5nv3eV,Laville,29,uk contemporary r&b,2972
1050,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,77,"album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock",17348500
1051,771qBvjnXOH9Azr6lKy6FB,Michael Sembello,60,hi-nrg,66518
1052,21UJ7PRWb3Etgsu99f8yo8,Stereophonics,63,"britpop,modern rock,pop rock,rock,welsh rock",1332879
1053,0Cm90jv892OeEegB3ELmvN,Eldzhey,56,"russian dance,russian hip hop,russian pop",1054443
1054,1OpHMC7Qo3lY1sVYaTUQrG,Axel Thesleff,47,"bass trap,finnish edm",74711
1055,3g5Lhsq7cSJEK39BzKgIUe,Phlegmatic Dogs,37,"bass house,electro house",26527
1056,2PU4qFehXQF7WnlFsJpBiJ,Raury,51,psychedelic hip hop,189707
1057,4iCwCMnqsNZ6atvRiADgtn,RZA,64,"alternative hip hop,east coast hip hop,hardcore hip hop,hip hop",458772
1058,7vBGVjjUKLWS8zLNSYwVVC,Sono,40,pop house,10187
1059,6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,73,"arkansas country,outlaw country",5418492
1060,4rlWmsbAouIcKV1V82peDP,Stas Exstas,21,,2630
1061,59xljcfdN2Z9VX2U5RFKEa,Bent,46,"electronica,nu jazz,trip hop",66247
1062,3TOKZohBEXnd5RgCXHUsH3,E-Dubble,48,"indie pop rap,pop rap",160437
1063,5EtwyRBVHsDsUIuPRyIN2g,Bad Karma,1,,623
1064,5H0YoDsPDi9fObFmJtTjfN,Ariel Pink,50,"art pop,chillwave,dream pop,experimental pop,indie garage rock,la indie,neo-psychedelic,new weird america",309675
1065,4aFYimqZKXJSWQfY7U8RAo,Ornette,40,french indie pop,22310
1066,57UnSUpae3SbRekxNa5Kgl,El-P,60,"abstract hip hop,alternative hip hop,east coast hip hop,escape room,experimental hip hop",154989
1067,2N4EYkIlG1kv25g6Wv8LGI,Killer Mike,63,"alternative hip hop,atl hip hop,conscious hip hop,escape room,old school atlanta hip hop,political hip hop,southern hip hop",268233
1068,3T9UYf7roT0SjOWvVpYfZt,DJ Falk,10,,35
1069,50ZyjIaVHOy5Xt7FLJ7RZl,Sam Paganini,48,"deep minimal techno,italian techno,minimal techno,tech house",144019
1070,2GN89mvpXjCzAW5Ta31XLY,Technicolor Skies,0,,200
1071,46HcJG62ky3Tj7yJpB2Qqg,Gost,42,"dark clubbing,synthwave",60468
1072,6P7kkhED6EPrfoZuxz20Fo,Spiderbait,50,"australian alternative rock,australian rock",123193
1073,088LoJHWX9h9vUEcqoxQ9v,Icelus,0,,4
1074,46SokoBxhvsMp8x2NRV8qL,Andrey Exx,35,groove room,4238
1075,4rRv0Fox6Cw8lHMorSyksg,Natema,31,groove room,2873
1076,5TgQ66WuWkoQ2xYxaSTnVP,Netsky,59,"belgian edm,dancefloor dnb,drum and bass,liquid funk",442745
1077,7y8lzaGqtadGmtAtg2SGv4,Beth Ditto,37,"alternative dance,electropop",91148
1078,0OTY72l7CC7ynKzp6N2o5b,Daniel Deluxe,46,"dark clubbing,darksynth,synthwave",74908
1079,501MfkAIop4dRLvOqjlMHl,Murdock,42,"belgian dnb,belgian edm,dancefloor dnb,drum and bass",13098
1080,1dALWnW29ss1hlKMGoxtRW,Shystie,35,"grime,uk funky",5543
1081,1erBTcAMRYO1WTjsdv0Dma,Sena,36,,1650
1082,2G6T2EHGibwnI9vZtOS9hc,mightymason,7,,22
1083,2j6VhliZwH9pUaq4LkV4w5,Watercat,3,,523
1084,7momuad2Twkv5O7MY3dODa,Frontliner,50,"classic hardstyle,euphoric hardstyle,rawstyle",92651
1085,3CQIn7N5CuRDP8wEI7FiDA,Run–D.M.C.,61,"east coast hip hop,golden age hip hop,hardcore hip hop,hip hop,old school hip hop,queens hip hop,rap",1134851
1086,5w0ka9nPOmEH6CcZrutyP2,Jason Nevins,53,,3060
1087,4aXPrNXYJLziXeH7Obkea7,Choir Of Young Believers,33,danish alternative rock,46782
1088,5nCR6L56rJtT8Us0CuYQmv,Lulu Rouge,28,danish electronic,21198
1089,3cQA9WH8liZfeja1DxcDYE,Armand Van Helden,61,"deep house,disco house,house,pop dance,speed garage,tech house,vocal house",216910
1090,74eX4C98E4FCrAMl39qRsJ,Theory of a Deadman,63,"alternative metal,canadian metal,canadian rock,nu metal,post-grunge,rap rock",1830730
1091,6N488hVM2OoOpClUbgJSUi,Baaba,2,,856
1092,0ICn3Cbc4mMeLmTvwnqXYu,Aria,43,"classic russian rock,russian heavy metal,russian metal,russian rock",492514
1093,5Vu87j6vCvfwc7FNVGnBwk,Justin Stone,53,"deep underground hip hop,indie pop rap,pop rap,sad rap",98449
1094,4JBRgOQm2OEI1sOyMAeog7,MRSA,14,drum and bass,2433
1095,3jUtu6ALbeVTfpZqn9ccgc,Sir Felix,30,"deep tropical house,tropical house",21050
1096,51mIT66wqhRNMHACFzatPI,Esther Eden,6,uae indie,1288
1097,06cLuOP0p7VAnBnqil1eWX,Swanky Tunes,46,"edm,electro house,pop dance,pop edm,progressive electro house,progressive house,russian edm,sky room",104262
1098,0t1AYhgaUaqWIo8Euc5yuQ,Count Counsellor,22,,2507
1099,6TjDrhAhdEJT2K6VmJeFXJ,Mutantbreakz,15,psybreaks,2270
1100,6dPsNPN5x5VY9JNDP8TiKe,Giampaolo Cavallo,1,,15
1101,4mYTitBU5sHQMr2fNEDir5,Mischa,37,,337
1102,6nS5roXSAGhTGr34W6n7Et,Disclosure,73,"edm,house,pop,uk dance",2050739
1103,14L5rpGTLVUz1pD8fUeJB1,Eliza Doolittle,58,lilith,150054
1104,3OB2b7f1bshKrPO0qlr5wq,43ai,23,russian grime,5137
1105,0tLcoLMfPx3FaLamRDNVjz,CampFire,0,,139
1106,360IAlyVv4PCEVjgyMZrxK,Miguel,76,"dance pop,pop,r&b,urban contemporary",4132242
1107,7D3Q08a4fPvlfImxhKCtUw,Malik Bash,24,gaming edm,2018
1108,0CEFCo8288kQU7mJi25s6E,Hollywood Undead,68,"alternative metal,modern rock,nu metal,rap metal,rap rock",2211903
1109,6akCb8jN0CYGZWTWXwwjXI,САША LOONA,0,,48
1110,6O2zJ0tId7g07yzHtX0yap,Mobb Deep,65,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,queens hip hop,rap",1639868
1111,6RnKffhIqgv8JC9Q1gNfRV,Soul Hooligan,15,,647
1112,24To1vtxXzfI8ok2WUeRMs,Planet Perfecto Knights,37,deep uplifting trance,4439
1113,1Krc0nqZiWJ5SwngwZrbZm,Beatman,30,,1439
1114,0sZAFQhjMyOCrYmzZhuffk,Ludmilla,30,,2128
1115,2frn30cyNJHth8eZrxJa3X,Brains,30,"hungarian pop,hungarian rock,magyar alternative",12326
1116,4S5yXnFzWvHu16wfuDjjfM,Jakwob,38,"bassline,chillstep",17833
1117,4qK6oQkDJ2tGgSrjhyTuLL,Maiday,36,indie electropop,1289
1118,3YDLvwsPKNo9YjHYCpuJq5,Rachael Starr,29,,2695
1119,3QiHmFCzfmjt1XDPSdRh0D,Moonbeam,30,russian edm,15325
1120,72VAsqeoCrh1pBjpKUOsP3,Café Lounge,19,,2223
1121,3MebhPLw5F0xs2sb4myxeJ,Arnold-T,19,,259
1122,4njdEjTnLfcGImKZu1iSrz,AWOLNATION,61,"la indie,modern alternative rock,modern rock,pop rock,rock,stomp pop",2088719
1123,5FWi1mowu6uiU2ZHwr1rby,Feed Me,48,"complextro,edm,electro house",355522
1124,2KrXlzpSX4wWvJ2555FWLv,Le Castle Vania,48,dark clubbing,68862
1125,67xyhWIvYQK5qr6b0gElst,Rae Morris,48,"art pop,electropop,gauze pop,neo-singer-songwriter,uk pop",64936
1126,6D6rjLdxyE5vwhMlkuQq0E,Chaos Chaos,43,la indie,80612
1127,0w2QFhEnPG6tLIvkogHbUi,Buku,39,"bass trap,electronic trap,filthstep",44587
1128,4Ws2otunReOa6BbwxxpCt6,Benny Benassi,63,"edm,electro house,pop dance",513522
1129,0xdzcEAaAexQNWqHwRAW0A,Nina Karlsson,19,russian indie,1350
1130,5YHOWuo3DXef5a88kKaCe4,Maestro A-Sid,8,,252
1131,6jdST36R49wOl2Xgy5TOjv,PETiTOM,29,,1197
1132,4Je0lOFAaFI0xXIddnctaj,PF Project,19,,686
1133,105Paee9vmV5rfLSG652e1,Ewan McGregor,53,hollywood,31173
1134,2KB6LGMBaOYYYdvvgyptFH,Utah Saints,40,"big beat,hardcore techno,hip house",35947
1135,0yNLKJebCb8Aueb54LYya3,New Order,65,"art rock,dance rock,madchester,new romantic,new wave,new wave pop,permanent wave,pop rock,post-punk,rock,synthpop,uk post-punk",1752951
1136,1PXHzxRDiLnjqNrRn2Xbsa,Underworld,55,"big beat,electronica",522976
1137,4RXhcND1sKXFNuZQ1dVTrI,Slot,38,"classic russian rock,russian metal,russian nu metal,russian punk,russian rock,slayer",228059
1138,3FJYju14LQsVkX71p0RNP3,KnyaZz,29,"russian punk,russian punk rock,russian rock",173719
1139,7pYqiObBNdTq1X5CYdvDw6,Marsel,30,"kazakh pop,russian dance pop,russian pop",63044
1140,5gz8Mj85I56iRsvZgXFGgh,KREC,28,russian hip hop,59799
1141,09tP2EPNNwU20jaHUgXBG2,Yulianna Karaulova,37,"russian dance,russian dance pop,russian pop",320844
1142,6NG7Z9E9DD5FPp5ZY4IiMT,Sivesgaard,8,,896
1143,5ZbRDyTYX4HhXveONcZQn2,Mystery Skulls,51,"otacore,solipsynthm",197687
1144,6fJvW51nWhRImJyos6O7sT,Huxley,37,"deep disco house,deep groove house,deep house,house,minimal tech house,uk house",43015
1145,4tXWjHxAVoFzfCb92eb5ip,Sophie-Tith,33,french indie pop,3226
1146,3TVXtAsR1Inumwj472S9r4,Drake,95,"canadian hip hop,canadian pop,hip hop,rap,toronto rap",65821945
1147,1URnnhqYAYcrqrcwql10ft,21 Savage,86,"atl hip hop,hip hop,rap,trap",11543328
1148,2QOIawHpSlOwXDvSqQ9YJR,Antonio Vivaldi,68,"baroque,classical,early music,italian baroque",2071913
1149,0wL8aoBIyYjmifJOz3wCEx,Alessandro Quarta,29,,968
1150,6rchWRkpZQWAyPOKuy00VG,Concerto Mediterraneo,15,,13
1151,6c4FzuYPdGWRVAAsW0C5Ts,Gianna Fratta,15,,27
1152,6kGGvTWOWaF26tZF5hy19z,PPK,28,"acid trance,sovietwave",13672
1153,4kjWnaLfIRcLJ1Dy4Wr6tY,Blackmill,47,"chillstep,edm,melodic dubstep,substep",228645
1154,4p35pLn1lRgqoVVsnqNZEK,Bugge Wesseltoft,40,"dark jazz,norwegian contemporary jazz,norwegian jazz,nu jazz,swedish jazz",44332
1155,7wSsFxURnvOk6s4qqW7RPr,Chilluminati,22,,98
1156,2pktDyTJxrLJo7dL2qT1pA,Dolphin,33,"russian alternative rock,russian hip hop,russian punk,russian rock",261125
1157,5eKLa1xyHLq8ERWmT1CRHj,The Crystal Method,50,"big beat,breakbeat,electronica",298950
1158,3nAumcukmBxn8y7Su8RagW,Aquarium,39,"classic russian rock,russian folk rock,russian rock",173090
1159,00pgSmUVlL9A4coAnjPayQ,Bravo,39,russian rock,103599
1160,6LYGxFCmlJvAG6loQiNeox,Cover Pop,22,,15691
1161,22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,77,"british invasion,classic rock,rock",11987198
1162,7muzHifhMdnfN1xncRLOqk,Flux Pavilion,57,"brostep,classic dubstep,edm,electro house,electronic trap,pop dance",714330
1163,3nBKWgMPFLkyLyy0Z6U5Ji,Andrea Martin,28,,678
1164,0v9rpfactODNpzNylM1TUk,Shameboy,28,belgian rock,5323
1165,5l8VQNuIg0turYE1VtM9zV,Leonard Cohen,63,"canadian singer-songwriter,folk,folk rock,melancholia,permanent wave,singer-songwriter",2812639
1166,095lysz100WKBoPZczMzkm,Hunting Silence,16,,299
1167,01lZudgXsojt5TBHuygB8r,T-Fest,52,"russian hip hop,russian pop,russian trap",1097486
1168,6EdedFZ0TxPvIRZzj0yF6s,Joe Anderson,37,hollywood,6944
1169,15cfE4nzURJUvrUyqsrMuF,Jim Sturgess,42,hollywood,24554
1170,0gZkGbYj9N0xiWW3PM6QeM,Anastasia Aleksandrina,12,,30
1171,5jOndJZH4kJQoIfPE6LbaT,Anagramma,38,groove room,6051
1172,0bE66Bd0ZuQDZgl4MPnWXm,Goozelle,12,,15
1173,62sj4bGtdmfLFQAWmzZJW1,Stèv,16,,2712
1174,1MBqzcu6aiY7GzP5BfG56T,La Caution,40,"french hip hop,old school rap francais",19057
1175,1qDIEHxFTJPRYmLO40RL5e,Utah Jazz,28,"drum and bass,drumfunk,jazzy dnb,liquid funk",13555
1176,6liAMWkVf5LH7YR9yfFy1Y,Portishead,59,"dark pop,electronica,laboratorio,trip hop",1637362
1177,7dQYftVVYi4RVHJ2weuKYB,Коля Пацюк,0,,124
1178,6LXZac7iBIZgnNrywTkQRw,Monophonics,47,"afrobeat,bay area indie,funk,instrumental funk,psychedelic soul,soul",86354
1179,4csQIMQm6vI2A2SCVDuM2z,Hayden James,61,"aussietronica,edm,gauze pop,house,pop dance,tropical house",228718
1180,6B7hlHWFBeEw2LGfcDM7OR,Commix,32,"drum and bass,drumfunk,jungle,liquid funk,minimal dnb",27372
1181,1kv5ThAYsRa4590r4AlEEX,Hiromitsu Agatsuma,28,"japanese traditional,shamisen",14856
1182,3y24n3XhZ96wgwRXjvS17T,Coolio,68,"g funk,gangster rap,hip hop,rap,west coast rap",669872
1183,2LhsePRtgCo4THVKULQBL7,L.V.,67,,12555
1184,4BntNFyiN3VGG4hhRRZt9d,The Subways,47,"garage rock,garage rock revival,modern rock,new rave",194715
1185,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,76,"album rock,classic rock,hard rock,rock",12450881
1186,06xa1OLBsMQJFXcl2tQkH4,Machinedrum,46,"footwork,future bass,glitch,glitch hop,halftime dnb,intelligent dance music,minimal dnb,uk bass,wonky",102440
1187,4bAoPku7d3g1A0P2MpZGjN,Green Apelsin,39,russian alt pop,55222
1188,6OqmKFaRcw0f23m5PQ9CrL,Antoha MC,41,"russian alt pop,russian indie",150271
1189,0L5fC7Ogm2YwgqVCRcF1bT,Volbeat,70,"alternative metal,danish metal,danish rock",2160097
1190,6FfjnGXMhxSsJTuGLWBDth,HEALTH,53,"grave wave,metropopolis,noise pop,noise rock",169804
1191,5QuBVnBPEzwYvFrgBbwpmU,Empress Of,54,"alternative r&b,art pop,chillwave,dance pop,electropop,escape room,etherpop,indie pop,pop,shiver pop",106171
1192,25oLRSUjJk4YHNUsQXk7Ut,GRiZ,59,"edm,electropop,jamtronica,jazztronica,livetronica",384085
1193,2twGthIPnZl1icD7K2jXx3,Leo Napier,35,,2420
1194,0v1XXQm1lYXrclgeZhVrBZ,Triagrutrika,36,russian hip hop,166047
1195,437EYOCEndEg2akwPTFans,Счастливые люди,11,,242
1196,2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,81,"hip hop,pop",4058203
1197,0rHiOzaAbw3cCp8D7yjyig,Flobots,48,"comic,conscious hip hop",174586
1198,5bf6yYgHODBW5EreBZshpX,Styles Of Beyond,60,"cali rap,rap rock",47988
1199,24D9ijv0UhdpmCZ4XV0nFb,Club Unicorn,34,otacore,7130
1200,1O3ZOjqFLEnbpZexcRjocn,RJD2,49,"alternative hip hop,electronica,jazztronica,ninja,nu jazz,turntablism",342770
1201,2fyuHXew1I5FJDAQdbCYXP,MOTSA,27,austrian pop,5422
1202,3b3qQWQgIMIyHcYSMY4P3g,Sophie Lindinger,32,,628
1203,1oSuGjRAbcld3s2dDqTiUf,Blue Raincoat,0,,11
1204,48aaubPa3RsbAp4uCPhoS7,Betoko,35,tech house,43769
1205,5Q9RKJrjHdfpWVxzv45XTJ,Mamonas Assassinas,55,"brazilian rock,rock nacional brasileiro",1083265
1206,2hUo3MjLFilka6VRTC7K0c,DAIHATSU,27,,1705
1207,7bNqXqIrIfwJnipx7oGeU4,Sevenn,61,brazilian edm,151484
1208,4nMDQek5NgAd5V9EkLWqzz,Kathy,30,panamanian pop,886
1209,4zkiM9DSLNAOmoS5WtSQDt,Escort,33,"balearic,disco,nu disco",24279
1210,4VuMnSnoTGrma3a79UhfMs,Magazine,40,"alternative rock,art punk,art rock,dream pop,experimental,madchester,new romantic,new wave,new wave pop,post-punk,pub rock,punk,synthpop,uk post-punk",77759
1211,1bYE7N4miu1B9YOETbsxc4,Moldanazar,31,"kazakh indie,kazakh pop",36740
1212,6DVVsQAnpHdJjb1nYuOQ6g,65daysofstatic,39,post-rock,129863
1213,4CzUzn54Cp9TQr6a7JIlMZ,Manowar,54,"comic metal,hard rock,metal,power metal,rock,us power metal",841929
1214,2YgUHeFdqCp5MnfG1AoEOn,Tube & Berger & Milan Euringer,8,,196
1215,2avsngk09kDhHcw1K83qq5,Theo Godsen,0,,5
1216,0mXq227LEoIqWSv4bTuGe2,Thoreau,40,,8612
1217,3fuNbIz4IRCOGrc48hFtAv,Tina DeCara,13,,8572
1218,7GvVTb8yFV0ZrdI30Qce6T,Delta Heavy,50,"brostep,drum and bass,edm,electro house",139514
1219,4n3V7bHjjPqb11n7d0WAVo,Montmartre,48,new french touch,12105
1220,3HVdAiMNjYrQIKlOGxoGh5,Rob Zombie,64,"alternative metal,industrial metal,industrial rock,nu metal,rap rock,rock",2286165
1221,5gqoUf9vKKv96b1c0GBKwu,Dusky,45,"deep house,house",108204
1222,2MaMzvFmtu68r9zpdJ4tLE,Brothertiger,42,"chillsynth,chillwave,indie poptimism",46803
1223,7pzUw8cU77PtAhmdRakJAA,Primitivity,2,cello,1970
1224,1HQGhla3VNj1dBmKTtVT2t,Ookay,50,"dubstep,edm,electronic trap,future bass,vapor twitch",234018
1225,7K3zpFXBvPcvzhj7zlGJdO,Crystal Castles,65,"alternative dance,bitpop,digital hardcore,indietronica,neo-synthpop,new rave,nintendocore",1272036
1226,0VIywtfr5hFGchLkOuptiS,Artem Loik,30,"ukrainian hip hop,ukrainian pop",4690
1227,4zoTe08eJDEu3xFWXf1XqL,Johnyboy,33,,17008
1228,61nWNy70OaxidmWxG3BSyi,Billy Milligan,26,russian trap,41731
1229,0LLDeswZnidFEuD5PVZxsI,Syava,33,russian hip hop,45485
1230,24V5UY0nChKpnb1TBPJhCw,Jai Wolf,55,"edm,electropop,future bass,indie poptimism,pop dance,tropical house,vapor twitch",270518
1231,7vgZqCNS2Nah7tlpo7ZjC4,Alexa Harley,44,,2110
1232,1HUUKt5Ms3fG0VO6JJGicO,Krishane,27,,2053
1233,2hKQc001G7ggs3ZyxMdkGq,Patoranking,53,"afro dancehall,afropop,azontobeats,nigerian pop",710232
1234,2VYQTNDsvvKN9wmU5W7xpj,Marilyn Manson,68,"alternative metal,industrial,industrial metal,industrial rock,nu metal",3800631
1235,5bvwbAyrx6Yk8oLHqOnJ9p,Fhin,45,"electro-pop francais,indie soul,new french touch,vapor soul",31980
1236,3dz0NnIZhtKKeXZxLOxCam,Porter Robinson,66,"complextro,edm,melodic dubstep,progressive electro house",1013084
1237,3lj7jldByrrpUgW5Je8o1p,Amy Millan,40,"canadian indie,toronto indie",5193
1238,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,88,"conscious hip hop,hip hop,rap,west coast rap",21155783
1239,19eLuQmk9aCobbVDHc6eek,Louis Armstrong,68,"adult standards,dixieland,harlem renaissance,jazz trumpet,new orleans jazz,swing,vocal jazz",2535776
1240,2rGm8R7YDTbqDCVlNssQyL,DNA,46,,950
1241,3X0tJzVYoWlfjLYI0Ridsw,Suzanne Vega,56,"lilith,new wave pop,permanent wave,pop rock,singer-songwriter",397424
1242,4a09epliVikRqsBczNwZb2,Neal Slateford,36,,104
1243,1VOvPysGbgHhsfKA6NaKnl,Nick Batt,36,,97
1244,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,73,"adult standards,easy listening,lounge",5727945
1245,79nkC8XZ5ohEVU0Xlf5Ael,サザンオールスターズ,61,"classic j-pop,j-pop",940397
1246,2iE18Oxc8YSumAU232n4rW,The Jackson 5,65,"motown,soul",1275971
1247,3wury2nd8idV4GecUg5xze,Primal Scream,55,"alternative rock,big beat,britpop,dance rock,new wave,rock,scottish indie",430732
1248,7GaxyUddsPok8BuhxN6OUW,James Brown,62,"funk,soul",1938244
1249,7p0BlEIc8u88hMrzTfWQhi,Mozambo,38,"deep tropical house,new french touch",7072
1250,6EzGm3fYBR8QcdIZ0xvHsl,Basic Tape,43,new french touch,5497
1251,4dHGNdVhBxCJUyMk9dR727,Julia Church,48,,6651
1252,40fgqZx6utPpyCKhXy5QmW,Mfvgroup,4,,315
1253,7qlh1IM1XMeQXA9ukp59au,Plan B,52,grime,321722
1254,5TJVsWPUaJxBxWfVZQEt2x,Rage,38,"german metal,german power metal,melodic metal,metal,neo classical metal,neo-trad metal,old school thrash,power metal,progressive metal,speed metal",95952
1255,7zoCV6yevWc39GUz2v1jqg,Icicle,28,"drum and bass,drumfunk,dutch dnb,liquid funk,neurofunk",22871
1256,3WdkqzJHIqtv9g2KCCYkjl,Sarah Hezen,2,,220
1257,1R1n1UZE1ld5zGQHl3sAG6,R2M,10,,413
1258,4ON1ruy5ijE7ZPQthbrkgI,Burak Yeter,58,electro house,143820
1259,7Dz9goFmVZZqvJxZoKg7pF,Danelle Sandoval,55,nyc pop,10437
1260,2gcdX1NqiPU2F4QxSlBo7r,Roses Gabor,34,shiver pop,6565
1261,16eRpMNXSQ15wuJoeqguaB,The Flaming Lips,55,"alternative rock,art rock,indie pop,indie rock,modern rock,noise pop,okc indie,rock",699734
1262,1rAv1GhTQ2rmG94p9lU3rB,Julian Casablancas,59,indie rock,447504
1263,3PhoLpVuITZKcymswpck5b,Elton John,82,"glam rock,mellow gold,piano rock",9782451
1264,70kkdajctXSbqSMJbQO424,Kacey Musgraves,69,"contemporary country,country dawn,pop,texas country",1154931
1265,3PAXvY08KxX5HmCsmKw4x8,Black Sun Empire,41,"darkstep,drill and bass,drum and bass,dutch dnb,neurofunk",104813
1266,6NRtJHCVFkNJv8xTEN7AB6,HEZEN,22,,710
1267,2COKeWJbqMc39mh0sFwnvE,Adam Fielding,9,,1486
1268,1dWEYMPtNmvSVaDNLgB6NV,Saint Motel,62,"la indie,modern alternative rock,modern rock",585466
1269,0nDvYh8wwlvnnXJ3n8P3SQ,Klint,21,,378
1270,0QvtEuDIDAsKpfuOe2a237,Joe Killington,47,,2246
1271,7FtCyCJCJaxabYO7Uyda5B,Cannons,61,,190025
